publisher,publication_date,query,count,proportion
AP,1996-06-30,insect_apocalypse,0.0,0.0
AP,1996-06-30,colony_collapse,0.0,0.0
AP,1996-06-30,climate_change,12.0,0.0007973951757591866
AP,1996-06-30,climate_change_IPCCreport,0.0,0.0
AP,1996-06-30,insect_population_studies,0.0,0.0
AP,1996-07-31,total,17110.0,
AP,1996-07-31,insect_population,4.0,0.000233781414377557
AP,1996-07-31,insect_decline,0.0,0.0
AP,1996-07-31,pollinator_population,2.0,0.0001168907071887785
AP,1996-07-31,pollinator_decline,0.0,0.0
AP,1996-07-31,insect_apocalypse,0.0,0.0
AP,1996-07-31,colony_collapse,0.0,0.0
AP,1996-07-31,climate_change,17.0,0.0009935710111046172
AP,1996-07-31,climate_change_IPCCreport,6.0,0.00035067212156633545
AP,1996-07-31,insect_population_studies,0.0,0.0
AP,1996-08-31,total,16070.0,
AP,1996-08-31,insect_population,6.0,0.000373366521468575
AP,1996-08-31,insect_decline,0.0,0.0
AP,1996-08-31,pollinator_population,2.0,0.00012445550715619165
AP,1996-08-31,pollinator_decline,0.0,0.0
AP,1996-08-31,insect_apocalypse,0.0,0.0
AP,1996-08-31,colony_collapse,0.0,0.0
AP,1996-08-31,climate_change,5.0,0.00031113876789047915
AP,1996-08-31,climate_change_IPCCreport,0.0,0.0
AP,1996-08-31,insect_population_studies,0.0,0.0
AP,1996-09-30,total,15199.0,
AP,1996-09-30,insect_population,6.0,0.0003947628133429831
AP,1996-09-30,insect_decline,0.0,0.0
AP,1996-09-30,pollinator_population,2.0,0.00013158760444766102
AP,1996-09-30,pollinator_decline,0.0,0.0
AP,1996-09-30,insect_apocalypse,0.0,0.0
AP,1996-09-30,colony_collapse,0.0,0.0
AP,1996-09-30,climate_change,12.0,0.0007895256266859662
AP,1996-09-30,climate_change_IPCCreport,0.0,0.0
AP,1996-09-30,insect_population_studies,0.0,0.0
AP,1996-10-31,total,16346.0,
AP,1996-10-31,insect_population,2.0,0.0001223540927444023
AP,1996-10-31,insect_decline,0.0,0.0
AP,1996-10-31,pollinator_population,0.0,0.0
AP,1996-10-31,pollinator_decline,0.0,0.0
AP,1996-10-31,insect_apocalypse,0.0,0.0
AP,1996-10-31,colony_collapse,0.0,0.0
AP,1996-10-31,climate_change,8.0,0.0004894163709776092
AP,1996-10-31,climate_change_IPCCreport,0.0,0.0
AP,1996-10-31,insect_population_studies,0.0,0.0
AP,1996-11-30,total,16190.0,
AP,1996-11-30,insect_population,2.0,0.00012353304508956145
AP,1996-11-30,insect_decline,2.0,0.00012353304508956145
AP,1996-11-30,pollinator_population,2.0,0.00012353304508956145
AP,1996-11-30,pollinator_decline,2.0,0.00012353304508956145
AP,1996-11-30,insect_apocalypse,0.0,0.0
AP,1996-11-30,colony_collapse,0.0,0.0
AP,1996-11-30,climate_change,12.0,0.0007411982705373688
AP,1996-11-30,climate_change_IPCCreport,0.0,0.0
AP,1996-11-30,insect_population_studies,0.0,0.0
AP,1996-12-31,total,15936.0,
AP,1996-12-31,insect_population,2.0,0.0001255020080321285
AP,1996-12-31,insect_decline,1.0,6.275100401606425e-05
AP,1996-12-31,pollinator_population,1.0,6.275100401606425e-05
AP,1996-12-31,pollinator_decline,1.0,6.275100401606425e-05
AP,1996-12-31,insect_apocalypse,0.0,0.0
AP,1996-12-31,colony_collapse,0.0,0.0
AP,1996-12-31,climate_change,4.0,0.000251004016064257
AP,1996-12-31,climate_change_IPCCreport,0.0,0.0
AP,1996-12-31,insect_population_studies,0.0,0.0
AP,1997-01-31,total,16803.0,
AP,1997-01-31,insect_population,4.0,0.00023805272867940248
AP,1997-01-31,insect_decline,2.0,0.00011902636433970124
AP,1997-01-31,pollinator_population,0.0,0.0
AP,1997-01-31,pollinator_decline,0.0,0.0
AP,1997-01-31,insect_apocalypse,0.0,0.0
AP,1997-01-31,colony_collapse,0.0,0.0
AP,1997-01-31,climate_change,9.0,0.0005356186395286556
AP,1997-01-31,climate_change_IPCCreport,0.0,0.0
AP,1997-01-31,insect_population_studies,0.0,0.0
AP,1997-02-28,total,15496.0,
AP,1997-02-28,insect_population,3.0,0.00019359834796076406
AP,1997-02-28,insect_decline,0.0,0.0
AP,1997-02-28,pollinator_population,0.0,0.0
AP,1997-02-28,pollinator_decline,0.0,0.0
AP,1997-02-28,insect_apocalypse,0.0,0.0
AP,1997-02-28,colony_collapse,0.0,0.0
AP,1997-02-28,climate_change,4.0,0.0002581311306143521
AP,1997-02-28,climate_change_IPCCreport,0.0,0.0
AP,1997-02-28,insect_population_studies,0.0,0.0
AP,1997-03-31,total,16795.0,
AP,1997-03-31,insect_population,1.0,5.9541530217326585e-05
AP,1997-03-31,insect_decline,1.0,5.9541530217326585e-05
AP,1997-03-31,pollinator_population,1.0,5.9541530217326585e-05
AP,1997-03-31,pollinator_decline,1.0,5.9541530217326585e-05
AP,1997-03-31,insect_apocalypse,0.0,0.0
AP,1997-03-31,colony_collapse,0.0,0.0
AP,1997-03-31,climate_change,8.0,0.0004763322417386127
AP,1997-03-31,climate_change_IPCCreport,0.0,0.0
AP,1997-03-31,insect_population_studies,0.0,0.0
AP,1997-04-30,total,16162.0,
AP,1997-04-30,insect_population,5.0,0.0003093676525182527
AP,1997-04-30,insect_decline,0.0,0.0
AP,1997-04-30,pollinator_population,1.0,6.187353050365054e-05
AP,1997-04-30,pollinator_decline,0.0,0.0
AP,1997-04-30,insect_apocalypse,0.0,0.0
AP,1997-04-30,colony_collapse,0.0,0.0
AP,1997-04-30,climate_change,16.0,0.0009899764880584086
AP,1997-04-30,climate_change_IPCCreport,0.0,0.0
AP,1997-04-30,insect_population_studies,0.0,0.0
AP,1997-05-31,total,14061.0,
AP,1997-05-31,insect_population,5.0,0.00035559348552734513
AP,1997-05-31,insect_decline,1.0,7.111869710546903e-05
AP,1997-05-31,pollinator_population,2.0,0.00014223739421093806
AP,1997-05-31,pollinator_decline,0.0,0.0
AP,1997-05-31,insect_apocalypse,0.0,0.0
AP,1997-05-31,colony_collapse,0.0,0.0
AP,1997-05-31,climate_change,10.0,0.0007111869710546903
AP,1997-05-31,climate_change_IPCCreport,0.0,0.0
AP,1997-05-31,insect_population_studies,0.0,0.0
AP,1997-06-30,total,13031.0,
AP,1997-06-30,insect_population,5.0,0.00038370040672243113
AP,1997-06-30,insect_decline,0.0,0.0
AP,1997-06-30,pollinator_population,3.0,0.00023022024403345867
AP,1997-06-30,pollinator_decline,0.0,0.0
AP,1997-06-30,insect_apocalypse,0.0,0.0
AP,1997-06-30,colony_collapse,0.0,0.0
AP,1997-06-30,climate_change,53.0,0.00406722431125777
AP,1997-06-30,climate_change_IPCCreport,0.0,0.0
AP,1997-06-30,insect_population_studies,0.0,0.0
AP,1997-07-31,total,15083.0,
AP,1997-07-31,insect_population,2.0,0.00013259961546111516
AP,1997-07-31,insect_decline,0.0,0.0
AP,1997-07-31,pollinator_population,1.0,6.629980773055758e-05
AP,1997-07-31,pollinator_decline,0.0,0.0
AP,1997-07-31,insect_apocalypse,0.0,0.0
AP,1997-07-31,colony_collapse,0.0,0.0
AP,1997-07-31,climate_change,19.0,0.001259696346880594
AP,1997-07-31,climate_change_IPCCreport,2.0,0.00013259961546111516
AP,1997-07-31,insect_population_studies,0.0,0.0
AP,1997-08-31,total,14770.0,
AP,1997-08-31,insect_population,4.0,0.00027081922816519973
AP,1997-08-31,insect_decline,0.0,0.0
AP,1997-08-31,pollinator_population,1.0,6.770480704129993e-05
AP,1997-08-31,pollinator_decline,0.0,0.0
AP,1997-08-31,insect_apocalypse,0.0,0.0
AP,1997-08-31,colony_collapse,0.0,0.0
AP,1997-08-31,climate_change,15.0,0.001015572105619499
AP,1997-08-31,climate_change_IPCCreport,0.0,0.0
AP,1997-08-31,insect_population_studies,0.0,0.0
AP,1997-09-30,total,15629.0,
AP,1997-09-30,insect_population,3.0,0.0001919508605796916
AP,1997-09-30,insect_decline,0.0,0.0
AP,1997-09-30,pollinator_population,1.0,6.398362019323054e-05
AP,1997-09-30,pollinator_decline,0.0,0.0
AP,1997-09-30,insect_apocalypse,0.0,0.0
AP,1997-09-30,colony_collapse,0.0,0.0
AP,1997-09-30,climate_change,28.0,0.001791541365410455
AP,1997-09-30,climate_change_IPCCreport,0.0,0.0
AP,1997-09-30,insect_population_studies,0.0,0.0
AP,1997-10-31,total,15678.0,
AP,1997-10-31,insect_population,6.0,0.0003827018752391887
AP,1997-10-31,insect_decline,0.0,0.0
AP,1997-10-31,pollinator_population,1.0,6.378364587319811e-05
AP,1997-10-31,pollinator_decline,0.0,0.0
AP,1997-10-31,insect_apocalypse,0.0,0.0
AP,1997-10-31,colony_collapse,0.0,0.0
AP,1997-10-31,climate_change,103.0,0.006569715524939406
AP,1997-10-31,climate_change_IPCCreport,1.0,6.378364587319811e-05
AP,1997-10-31,insect_population_studies,0.0,0.0
AP,1997-11-30,total,15067.0,
AP,1997-11-30,insect_population,4.0,0.00026548085219353553
AP,1997-11-30,insect_decline,0.0,0.0
AP,1997-11-30,pollinator_population,3.0,0.00019911063914515166
AP,1997-11-30,pollinator_decline,0.0,0.0
AP,1997-11-30,insect_apocalypse,0.0,0.0
AP,1997-11-30,colony_collapse,0.0,0.0
AP,1997-11-30,climate_change,66.0,0.004380434061193337
AP,1997-11-30,climate_change_IPCCreport,1.0,6.637021304838388e-05
AP,1997-11-30,insect_population_studies,0.0,0.0
AP,1997-12-31,total,15810.0,
AP,1997-12-31,insect_population,1.0,6.325110689437066e-05
AP,1997-12-31,insect_decline,0.0,0.0
AP,1997-12-31,pollinator_population,1.0,6.325110689437066e-05
AP,1997-12-31,pollinator_decline,0.0,0.0
AP,1997-12-31,insect_apocalypse,0.0,0.0
AP,1997-12-31,colony_collapse,0.0,0.0
AP,1997-12-31,climate_change,145.0,0.009171410499683744
AP,1997-12-31,climate_change_IPCCreport,2.0,0.0001265022137887413
AP,1997-12-31,insect_population_studies,0.0,0.0
AP,1998-01-31,total,16701.0,
AP,1998-01-31,insect_population,2.0,0.00011975330818513861
AP,1998-01-31,insect_decline,0.0,0.0
AP,1998-01-31,pollinator_population,0.0,0.0
AP,1998-01-31,pollinator_decline,0.0,0.0
AP,1998-01-31,insect_apocalypse,0.0,0.0
AP,1998-01-31,colony_collapse,0.0,0.0
AP,1998-01-31,climate_change,25.0,0.0014969163523142327
AP,1998-01-31,climate_change_IPCCreport,0.0,0.0
AP,1998-01-31,insect_population_studies,0.0,0.0
AP,1998-02-28,total,15809.0,
AP,1998-02-28,insect_population,6.0,0.00037953064709975333
AP,1998-02-28,insect_decline,1.0,6.325510784995888e-05
AP,1998-02-28,pollinator_population,3.0,0.00018976532354987667
AP,1998-02-28,pollinator_decline,1.0,6.325510784995888e-05
AP,1998-02-28,insect_apocalypse,0.0,0.0
AP,1998-02-28,colony_collapse,0.0,0.0
AP,1998-02-28,climate_change,10.0,0.0006325510784995889
AP,1998-02-28,climate_change_IPCCreport,0.0,0.0
AP,1998-02-28,insect_population_studies,0.0,0.0
AP,1998-03-31,total,16604.0,
AP,1998-03-31,insect_population,1.0,6.0226451457480126e-05
AP,1998-03-31,insect_decline,0.0,0.0
AP,1998-03-31,pollinator_population,0.0,0.0
AP,1998-03-31,pollinator_decline,0.0,0.0
AP,1998-03-31,insect_apocalypse,0.0,0.0
AP,1998-03-31,colony_collapse,0.0,0.0
AP,1998-03-31,climate_change,35.0,0.0021079258010118043
AP,1998-03-31,climate_change_IPCCreport,0.0,0.0
AP,1998-03-31,insect_population_studies,0.0,0.0
AP,1998-04-30,total,15628.0,
AP,1998-04-30,insect_population,3.0,0.0001919631430765293
AP,1998-04-30,insect_decline,0.0,0.0
AP,1998-04-30,pollinator_population,0.0,0.0
AP,1998-04-30,pollinator_decline,0.0,0.0
AP,1998-04-30,insect_apocalypse,0.0,0.0
AP,1998-04-30,colony_collapse,0.0,0.0
AP,1998-04-30,climate_change,28.0,0.0017916560020476069
AP,1998-04-30,climate_change_IPCCreport,0.0,0.0
AP,1998-04-30,insect_population_studies,0.0,0.0
AP,1998-05-31,total,15346.0,
AP,1998-05-31,insect_population,6.0,0.00039098136322168644
AP,1998-05-31,insect_decline,0.0,0.0
AP,1998-05-31,pollinator_population,1.0,6.516356053694774e-05
AP,1998-05-31,pollinator_decline,0.0,0.0
AP,1998-05-31,insect_apocalypse,0.0,0.0
AP,1998-05-31,colony_collapse,0.0,0.0
AP,1998-05-31,climate_change,35.0,0.002280724618793171
AP,1998-05-31,climate_change_IPCCreport,1.0,6.516356053694774e-05
AP,1998-05-31,insect_population_studies,0.0,0.0
AP,1998-06-30,total,15123.0,
AP,1998-06-30,insect_population,8.0,0.000528995569662104
AP,1998-06-30,insect_decline,0.0,0.0
AP,1998-06-30,pollinator_population,1.0,6.6124446207763e-05
AP,1998-06-30,pollinator_decline,0.0,0.0
AP,1998-06-30,insect_apocalypse,0.0,0.0
AP,1998-06-30,colony_collapse,0.0,0.0
AP,1998-06-30,climate_change,23.0,0.0015208622627785491
AP,1998-06-30,climate_change_IPCCreport,0.0,0.0
AP,1998-06-30,insect_population_studies,0.0,0.0
AP,1998-07-31,total,17322.0,
AP,1998-07-31,insect_population,4.0,0.00023092021706500404
AP,1998-07-31,insect_decline,0.0,0.0
AP,1998-07-31,pollinator_population,0.0,0.0
AP,1998-07-31,pollinator_decline,0.0,0.0
AP,1998-07-31,insect_apocalypse,0.0,0.0
AP,1998-07-31,colony_collapse,0.0,0.0
AP,1998-07-31,climate_change,40.0,0.0023092021706500403
AP,1998-07-31,climate_change_IPCCreport,1.0,5.773005426625101e-05
AP,1998-07-31,insect_population_studies,0.0,0.0
AP,1998-08-31,total,18004.0,
AP,1998-08-31,insect_population,6.0,0.00033325927571650743
AP,1998-08-31,insect_decline,0.0,0.0
AP,1998-08-31,pollinator_population,3.0,0.00016662963785825372
AP,1998-08-31,pollinator_decline,0.0,0.0
AP,1998-08-31,insect_apocalypse,0.0,0.0
AP,1998-08-31,colony_collapse,0.0,0.0
AP,1998-08-31,climate_change,16.0,0.0008886914019106865
AP,1998-08-31,climate_change_IPCCreport,0.0,0.0
AP,1998-08-31,insect_population_studies,0.0,0.0
AP,1998-09-30,total,16213.0,
AP,1998-09-30,insect_population,4.0,0.0002467155985937211
AP,1998-09-30,insect_decline,0.0,0.0
AP,1998-09-30,pollinator_population,1.0,6.167889964843027e-05
AP,1998-09-30,pollinator_decline,0.0,0.0
AP,1998-09-30,insect_apocalypse,0.0,0.0
AP,1998-09-30,colony_collapse,0.0,0.0
AP,1998-09-30,climate_change,14.0,0.0008635045950780238
AP,1998-09-30,climate_change_IPCCreport,0.0,0.0
AP,1998-09-30,insect_population_studies,0.0,0.0
AP,1998-10-31,total,16156.0,
AP,1998-10-31,insect_population,6.0,0.0003713790542213419
AP,1998-10-31,insect_decline,0.0,0.0
AP,1998-10-31,pollinator_population,4.0,0.0002475860361475613
AP,1998-10-31,pollinator_decline,0.0,0.0
AP,1998-10-31,insect_apocalypse,0.0,0.0
AP,1998-10-31,colony_collapse,0.0,0.0
AP,1998-10-31,climate_change,46.0,0.002847239415696955
AP,1998-10-31,climate_change_IPCCreport,0.0,0.0
AP,1998-10-31,insect_population_studies,0.0,0.0
AP,1998-11-30,total,17919.0,
AP,1998-11-30,insect_population,2.0,0.00011161337128187957
AP,1998-11-30,insect_decline,0.0,0.0
AP,1998-11-30,pollinator_population,1.0,5.580668564093978e-05
AP,1998-11-30,pollinator_decline,0.0,0.0
AP,1998-11-30,insect_apocalypse,0.0,0.0
AP,1998-11-30,colony_collapse,0.0,0.0
AP,1998-11-30,climate_change,45.0,0.0025113008538422904
AP,1998-11-30,climate_change_IPCCreport,1.0,5.580668564093978e-05
AP,1998-11-30,insect_population_studies,0.0,0.0
AP,1998-12-31,total,22017.0,
AP,1998-12-31,insect_population,1.0,4.54194486078939e-05
AP,1998-12-31,insect_decline,0.0,0.0
AP,1998-12-31,pollinator_population,1.0,4.54194486078939e-05
AP,1998-12-31,pollinator_decline,0.0,0.0
AP,1998-12-31,insect_apocalypse,0.0,0.0
AP,1998-12-31,colony_collapse,0.0,0.0
AP,1998-12-31,climate_change,32.0,0.0014534223554526049
AP,1998-12-31,climate_change_IPCCreport,0.0,0.0
AP,1998-12-31,insect_population_studies,0.0,0.0
AP,1999-01-31,total,22564.0,
AP,1999-01-31,insect_population,2.0,8.863676653075696e-05
AP,1999-01-31,insect_decline,0.0,0.0
AP,1999-01-31,pollinator_population,1.0,4.431838326537848e-05
AP,1999-01-31,pollinator_decline,0.0,0.0
AP,1999-01-31,insect_apocalypse,0.0,0.0
AP,1999-01-31,colony_collapse,0.0,0.0
AP,1999-01-31,climate_change,24.0,0.0010636411983690835
AP,1999-01-31,climate_change_IPCCreport,0.0,0.0
AP,1999-01-31,insect_population_studies,0.0,0.0
AP,1999-02-28,total,21765.0,
AP,1999-02-28,insect_population,5.0,0.00022972662531587412
AP,1999-02-28,insect_decline,0.0,0.0
AP,1999-02-28,pollinator_population,1.0,4.5945325063174825e-05
AP,1999-02-28,pollinator_decline,0.0,0.0
AP,1999-02-28,insect_apocalypse,0.0,0.0
AP,1999-02-28,colony_collapse,0.0,0.0
AP,1999-02-28,climate_change,28.0,0.0012864691017688951
AP,1999-02-28,climate_change_IPCCreport,0.0,0.0
AP,1999-02-28,insect_population_studies,0.0,0.0
AP,1999-03-31,total,23750.0,
AP,1999-03-31,insect_population,1.0,4.210526315789474e-05
AP,1999-03-31,insect_decline,0.0,0.0
AP,1999-03-31,pollinator_population,0.0,0.0
AP,1999-03-31,pollinator_decline,0.0,0.0
AP,1999-03-31,insect_apocalypse,0.0,0.0
AP,1999-03-31,colony_collapse,0.0,0.0
AP,1999-03-31,climate_change,23.0,0.0009684210526315789
AP,1999-03-31,climate_change_IPCCreport,0.0,0.0
AP,1999-03-31,insect_population_studies,0.0,0.0
AP,1999-04-30,total,14903.0,
AP,1999-04-30,insect_population,4.0,0.0002684023351003154
AP,1999-04-30,insect_decline,1.0,6.710058377507885e-05
AP,1999-04-30,pollinator_population,0.0,0.0
AP,1999-04-30,pollinator_decline,0.0,0.0
AP,1999-04-30,insect_apocalypse,0.0,0.0
AP,1999-04-30,colony_collapse,0.0,0.0
AP,1999-04-30,climate_change,22.0,0.0014762128430517345
AP,1999-04-30,climate_change_IPCCreport,0.0,0.0
AP,1999-04-30,insect_population_studies,0.0,0.0
AP,1999-05-31,total,14829.0,
AP,1999-05-31,insect_population,5.0,0.00033717715287612113
AP,1999-05-31,insect_decline,0.0,0.0
AP,1999-05-31,pollinator_population,3.0,0.00020230629172567267
AP,1999-05-31,pollinator_decline,0.0,0.0
AP,1999-05-31,insect_apocalypse,0.0,0.0
AP,1999-05-31,colony_collapse,0.0,0.0
AP,1999-05-31,climate_change,11.0,0.0007417897363274664
AP,1999-05-31,climate_change_IPCCreport,0.0,0.0
AP,1999-05-31,insect_population_studies,0.0,0.0
AP,1999-06-30,total,14615.0,
AP,1999-06-30,insect_population,5.0,0.00034211426616489907
AP,1999-06-30,insect_decline,0.0,0.0
AP,1999-06-30,pollinator_population,1.0,6.842285323297981e-05
AP,1999-06-30,pollinator_decline,0.0,0.0
AP,1999-06-30,insect_apocalypse,0.0,0.0
AP,1999-06-30,colony_collapse,0.0,0.0
AP,1999-06-30,climate_change,27.0,0.001847417037290455
AP,1999-06-30,climate_change_IPCCreport,1.0,6.842285323297981e-05
AP,1999-06-30,insect_population_studies,0.0,0.0
AP,1999-07-31,total,14646.0,
AP,1999-07-31,insect_population,3.0,0.00020483408439164277
AP,1999-07-31,insect_decline,0.0,0.0
AP,1999-07-31,pollinator_population,0.0,0.0
AP,1999-07-31,pollinator_decline,0.0,0.0
AP,1999-07-31,insect_apocalypse,0.0,0.0
AP,1999-07-31,colony_collapse,0.0,0.0
AP,1999-07-31,climate_change,18.0,0.0012290045063498567
AP,1999-07-31,climate_change_IPCCreport,0.0,0.0
AP,1999-07-31,insect_population_studies,0.0,0.0
AP,1999-08-31,total,14868.0,
AP,1999-08-31,insect_population,0.0,0.0
AP,1999-08-31,insect_decline,0.0,0.0
AP,1999-08-31,pollinator_population,0.0,0.0
AP,1999-08-31,pollinator_decline,0.0,0.0
AP,1999-08-31,insect_apocalypse,0.0,0.0
AP,1999-08-31,colony_collapse,0.0,0.0
AP,1999-08-31,climate_change,13.0,0.0008743610438525693
AP,1999-08-31,climate_change_IPCCreport,0.0,0.0
AP,1999-08-31,insect_population_studies,0.0,0.0
AP,1999-09-30,total,15339.0,
AP,1999-09-30,insect_population,10.0,0.0006519329812895234
AP,1999-09-30,insect_decline,1.0,6.519329812895235e-05
AP,1999-09-30,pollinator_population,2.0,0.0001303865962579047
AP,1999-09-30,pollinator_decline,0.0,0.0
AP,1999-09-30,insect_apocalypse,0.0,0.0
AP,1999-09-30,colony_collapse,0.0,0.0
AP,1999-09-30,climate_change,15.0,0.0009778994719342852
AP,1999-09-30,climate_change_IPCCreport,0.0,0.0
AP,1999-09-30,insect_population_studies,0.0,0.0
AP,1999-10-31,total,16061.0,
AP,1999-10-31,insect_population,3.0,0.0001867878712408941
AP,1999-10-31,insect_decline,1.0,6.226262374696469e-05
AP,1999-10-31,pollinator_population,2.0,0.00012452524749392938
AP,1999-10-31,pollinator_decline,1.0,6.226262374696469e-05
AP,1999-10-31,insect_apocalypse,0.0,0.0
AP,1999-10-31,colony_collapse,0.0,0.0
AP,1999-10-31,climate_change,22.0,0.0013697777224332232
AP,1999-10-31,climate_change_IPCCreport,0.0,0.0
AP,1999-10-31,insect_population_studies,0.0,0.0
AP,1999-11-30,total,17120.0,
AP,1999-11-30,insect_population,4.0,0.00023364485981308412
AP,1999-11-30,insect_decline,1.0,5.841121495327103e-05
AP,1999-11-30,pollinator_population,0.0,0.0
AP,1999-11-30,pollinator_decline,0.0,0.0
AP,1999-11-30,insect_apocalypse,0.0,0.0
AP,1999-11-30,colony_collapse,0.0,0.0
AP,1999-11-30,climate_change,14.0,0.0008177570093457944
AP,1999-11-30,climate_change_IPCCreport,0.0,0.0
AP,1999-11-30,insect_population_studies,0.0,0.0
AP,1999-12-31,total,16600.0,
AP,1999-12-31,insect_population,1.0,6.0240963855421684e-05
AP,1999-12-31,insect_decline,1.0,6.0240963855421684e-05
AP,1999-12-31,pollinator_population,1.0,6.0240963855421684e-05
AP,1999-12-31,pollinator_decline,1.0,6.0240963855421684e-05
AP,1999-12-31,insect_apocalypse,0.0,0.0
AP,1999-12-31,colony_collapse,0.0,0.0
AP,1999-12-31,climate_change,17.0,0.0010240963855421687
AP,1999-12-31,climate_change_IPCCreport,0.0,0.0
AP,1999-12-31,insect_population_studies,0.0,0.0
AP,2000-01-31,total,17780.0,
AP,2000-01-31,insect_population,3.0,0.0001687289088863892
AP,2000-01-31,insect_decline,0.0,0.0
AP,2000-01-31,pollinator_population,0.0,0.0
AP,2000-01-31,pollinator_decline,0.0,0.0
AP,2000-01-31,insect_apocalypse,0.0,0.0
AP,2000-01-31,colony_collapse,0.0,0.0
AP,2000-01-31,climate_change,26.0,0.0014623172103487064
AP,2000-01-31,climate_change_IPCCreport,0.0,0.0
AP,2000-01-31,insect_population_studies,0.0,0.0
AP,2000-02-29,total,17303.0,
AP,2000-02-29,insect_population,7.0,0.000404554123562388
AP,2000-02-29,insect_decline,2.0,0.00011558689244639658
AP,2000-02-29,pollinator_population,3.0,0.00017338033866959486
AP,2000-02-29,pollinator_decline,0.0,0.0
AP,2000-02-29,insect_apocalypse,0.0,0.0
AP,2000-02-29,colony_collapse,0.0,0.0
AP,2000-02-29,climate_change,18.0,0.0010402820320175692
AP,2000-02-29,climate_change_IPCCreport,2.0,0.00011558689244639658
AP,2000-02-29,insect_population_studies,0.0,0.0
AP,2000-03-31,total,17855.0,
AP,2000-03-31,insect_population,8.0,0.0004480537664519742
AP,2000-03-31,insect_decline,1.0,5.600672080649678e-05
AP,2000-03-31,pollinator_population,0.0,0.0
AP,2000-03-31,pollinator_decline,0.0,0.0
AP,2000-03-31,insect_apocalypse,0.0,0.0
AP,2000-03-31,colony_collapse,0.0,0.0
AP,2000-03-31,climate_change,32.0,0.0017922150658078969
AP,2000-03-31,climate_change_IPCCreport,0.0,0.0
AP,2000-03-31,insect_population_studies,0.0,0.0
AP,2000-04-30,total,15437.0,
AP,2000-04-30,insect_population,3.0,0.00019433827816285547
AP,2000-04-30,insect_decline,0.0,0.0
AP,2000-04-30,pollinator_population,2.0,0.00012955885210857033
AP,2000-04-30,pollinator_decline,0.0,0.0
AP,2000-04-30,insect_apocalypse,0.0,0.0
AP,2000-04-30,colony_collapse,0.0,0.0
AP,2000-04-30,climate_change,49.0,0.0031741918766599727
AP,2000-04-30,climate_change_IPCCreport,0.0,0.0
AP,2000-04-30,insect_population_studies,0.0,0.0
AP,2000-05-31,total,15991.0,
AP,2000-05-31,insect_population,6.0,0.00037521105621912324
AP,2000-05-31,insect_decline,1.0,6.253517603652055e-05
AP,2000-05-31,pollinator_population,3.0,0.00018760552810956162
AP,2000-05-31,pollinator_decline,1.0,6.253517603652055e-05
AP,2000-05-31,insect_apocalypse,0.0,0.0
AP,2000-05-31,colony_collapse,0.0,0.0
AP,2000-05-31,climate_change,20.0,0.0012507035207304108
AP,2000-05-31,climate_change_IPCCreport,1.0,6.253517603652055e-05
AP,2000-05-31,insect_population_studies,0.0,0.0
AP,2000-06-30,total,14840.0,
AP,2000-06-30,insect_population,7.0,0.0004716981132075472
AP,2000-06-30,insect_decline,2.0,0.00013477088948787063
AP,2000-06-30,pollinator_population,2.0,0.00013477088948787063
AP,2000-06-30,pollinator_decline,0.0,0.0
AP,2000-06-30,insect_apocalypse,0.0,0.0
AP,2000-06-30,colony_collapse,0.0,0.0
AP,2000-06-30,climate_change,22.0,0.0014824797843665768
AP,2000-06-30,climate_change_IPCCreport,0.0,0.0
AP,2000-06-30,insect_population_studies,0.0,0.0
AP,2000-07-31,total,14414.0,
AP,2000-07-31,insect_population,2.0,0.00013875398917718884
AP,2000-07-31,insect_decline,0.0,0.0
AP,2000-07-31,pollinator_population,0.0,0.0
AP,2000-07-31,pollinator_decline,0.0,0.0
AP,2000-07-31,insect_apocalypse,0.0,0.0
AP,2000-07-31,colony_collapse,0.0,0.0
AP,2000-07-31,climate_change,14.0,0.000971277924240322
AP,2000-07-31,climate_change_IPCCreport,0.0,0.0
AP,2000-07-31,insect_population_studies,0.0,0.0
AP,2000-08-31,total,15711.0,
AP,2000-08-31,insect_population,9.0,0.0005728470498376934
AP,2000-08-31,insect_decline,3.0,0.00019094901661256445
AP,2000-08-31,pollinator_population,2.0,0.0001272993444083763
AP,2000-08-31,pollinator_decline,0.0,0.0
AP,2000-08-31,insect_apocalypse,0.0,0.0
AP,2000-08-31,colony_collapse,0.0,0.0
AP,2000-08-31,climate_change,35.0,0.002227738527146585
AP,2000-08-31,climate_change_IPCCreport,0.0,0.0
AP,2000-08-31,insect_population_studies,1.0,6.364967220418815e-05
AP,2000-09-30,total,17089.0,
AP,2000-09-30,insect_population,6.0,0.0003511030487448066
AP,2000-09-30,insect_decline,2.0,0.0001170343495816022
AP,2000-09-30,pollinator_population,1.0,5.85171747908011e-05
AP,2000-09-30,pollinator_decline,1.0,5.85171747908011e-05
AP,2000-09-30,insect_apocalypse,0.0,0.0
AP,2000-09-30,colony_collapse,0.0,0.0
AP,2000-09-30,climate_change,38.0,0.002223652642050442
AP,2000-09-30,climate_change_IPCCreport,0.0,0.0
AP,2000-09-30,insect_population_studies,0.0,0.0
AP,2000-10-31,total,15843.0,
AP,2000-10-31,insect_population,3.0,0.0001893580761219466
AP,2000-10-31,insect_decline,1.0,6.311935870731554e-05
AP,2000-10-31,pollinator_population,1.0,6.311935870731554e-05
AP,2000-10-31,pollinator_decline,1.0,6.311935870731554e-05
